module,source_file,line,source_unit,trigger_hint,kind,target_expression,normalized_target,target_screen,notes
dca,flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page.dart,146,dca_portfolio_optimizer_page.dart,Portfolio report ready to share,context.go,AppRoutePaths.dca,/dca,DCAPage (/dca),
dca,flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page.dart,143,dca_portfolio_optimizer_page.dart,Portfolio report ready to share,context.pop,,,,back_or_close_modal
dca,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page.dart,274,dca_rebalance_config_page.dart,,context.go,AppRoutePaths.dcaRebalanceDashboard,/dca/rebalance/config001,DCARebalanceDashboard (/dca/rebalance/config001),
dca,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page.dart,282,dca_rebalance_config_page.dart,,context.go,AppRoutePaths.dca,/dca,DCAPage (/dca),
dca,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page.dart,279,dca_rebalance_config_page.dart,,context.pop,,,,back_or_close_modal
dca,flutter_app/lib/features/dca/presentation/pages/dca_schedule_config_page.dart,208,dca_schedule_config_page.dart,,context.go,AppRoutePaths.dcaScheduleAnalytics,/dca/schedule/config001,DCAScheduleAnalytics (/dca/schedule/config001),
dca,flutter_app/lib/features/dca/presentation/pages/dca_schedule_config_page.dart,216,dca_schedule_config_page.dart,,context.go,AppRoutePaths.dca,/dca,DCAPage (/dca),
dca,flutter_app/lib/features/dca/presentation/pages/dca_schedule_config_page.dart,213,dca_schedule_config_page.dart,,context.pop,,,,back_or_close_modal
dca,flutter_app/lib/features/dca/presentation/pages/dca_smart_rules_page.dart,150,dca_smart_rules_page.dart,Create rule flow ready,context.go,AppRoutePaths.dca,/dca,DCAPage (/dca),
dca,flutter_app/lib/features/dca/presentation/pages/dca_smart_rules_page.dart,147,dca_smart_rules_page.dart,Rule Trigger History | Create rule flow ready,context.pop,,,,back_or_close_modal
dev,flutter_app/lib/features/dev/presentation/pages/design_system_page.dart,94,design_system_page.dart,SC-399 DesignSystemPage,context.go,snapshot.backRoute,,,dynamic_route_expression
dev,flutter_app/lib/features/dev/presentation/pages/performance_monitor.dart,47,performance_monitor.dart,SC-326 PerformanceMonitor,context.go,snapshot.backRoute,,,dynamic_route_expression
dev,flutter_app/lib/features/dev/presentation/pages/route_checker_page.dart,64,route_checker_page.dart,SC-325 RouteChecker,context.go,snapshot.backRoute,,,dynamic_route_expression
